autor,ano,titulo,resumo,doi
DE ANDRADE M;DE CASTRO PINTO E,2020,PUBLIC POLICIES FOR GENDER AND RACE ARTICULATION: WAYS TO ENSURE THE POLITICAL AND LEGAL REPRESENTATIVENESS FOR BRAZILIAN BLACK WOMEN; [POLÍTICAS PÚBLICAS PARA A ARTICULAÇÃO DE GÊNERO E RAÇA: MEIOS PARA GARANTIR A REPRESENTATIVIDADE POLÍTICA E JURÍDICA DA MULHER NEGRA NO BRASIL],"THIS ARTICLE AIMS TO ANALYZE THE FOLLOWING RESEARCH PROBLEM: WHAT ARE THE MEANS TO ENSURE THE POLITICAL AND LEGAL REPRESENTATIVENESS OF BLACK WOMEN IN BRAZIL? AS SPECIFIC OBJECTIVES, THE RESEARCH DEMONSTRATES, BASED ON SECON DARY DATA, THE PANORAMA OF GENDER INEQUALITY AND THE OCCUPATION OF BLACK WOMEN, IN ADDITION TO IDENTIFYING PUBLIC POLICIES AND AFFIRMATIVE ACTIONS ON THE SUBJECT. IT SHOULD BE NOTED THAT THE TERM MINORITY REFERS TO THE SOCIOLOGICAL AND NOT DEMOGRAPHIC SENSE. THAT IS, BLACK WOMEN MAKE UP THE MAJORITY OF ELECTORATE AS WELL AS THE GENERAL POPULATION. THE APPROACH IS QUALITATIVE, AS IT RELIES ON A LITERATURE REVIEW AND DESCRIPTIVE ANALYSIS OF THE RESEARCHED PHENOMENA, SUPPORTED BY NUMERICAL PATTERNS PROVIDED BY THE SUPERIOR ELECTORAL COURT, REPORTS BY THE NATIONAL COUNCIL OF JUSTICE AND THE INSTITUTE FOR APPLIED ECONOMIC RESEARCH - IPEA, IN THE PERIOD BETWEEN 2007 AND 2019. THE CONTRIBUTION IS ORIGINAL AND UNPUBLISHED, RELEVANT FROM A THEORETICAL AND PRACTICAL PERSPECTIVE, AS IT CONTRIBUTES TO THE LITERATURE ON THE TOPIC AND ADDRESSES SOCIAL IMPLICATIONS ABOUT THE SIGNIFICANCE OF REPRESENTATIVENESS. IT IS CONCLUDED THAT THERE IS A LOW REPRESENTATION OF BLACK WOMEN IN THE JUDICIARY, EXECUTIVE AND LEGISLATIVE POWERS, AND THAT THE CAUSES ARE CORRELATED WITH THE ABYSMAL INEQUALITY OF ACCESS CONDITIONS, WHICH COULD BE REDUCED BY THE ELABORATION AND IMPLEMENTATION OF INCLUSIVE PUBLIC POLICIES, SINCE THE FIRST CHILDHOOD UNTIL THE NECESSARY NORMATIVE RENEWAL. © 2020 CENTRO UNIVERSITARIO DE BRASILIA. ALL RIGHTS RESERVED.",10.5102/RBPP.V10I2.6772
GOUVÊA M;XAVIER A,2013,BRAZILIAN PORTRAIT: RACE AND INSTRUCTION IN DEMOGRAPHIC CENSUS OF NINETEEN CENTURY; [RETRATOS DO BRASIL: RAÇA E INSTRUÇÃO NOS CENSOS POPULACIONAIS DO SÉCULO XIX],"THE AIM OF THIS PAPER IS TO DISCUSS THE PRODUCTION OF THE FIRST NATIONAL CENSUS OF BRAZILIAN POPULATION, DURING THE SECOND HALF OF NINETEEN CENTURY (1872, 1890 AND 1990). IN ORDER TO UNDERSTAND THE CONSTRUCTION OF DE-MOGRAPHICAL CATEGORIES TO DEFINE AND SEGMENT THE POPULATION, WE PUT FOCUS ON THE DATA FROM MATO GROSSO PROVINCE/STATE. IN THIS SENSE, WE ANALYZE THE PRODUCTION AND CHANGES ON TWO CATEGORIES: RACIAL COMPOSITION AND INSTRUCTION, TRYING TO SHOW THAT DEMOGRAPHIC CATEGORIES, MORE THAN AN OBJECTIVE DATA CONSTITUTES A SOCIAL AND HISTORICAL CONSTRUCTION.",10.1590/S0101-73302013000100006
SILVA N;BARROS S;DE A F;BATISTA L;POLICARPO V,2017,THE RACE/COLOR VARIABLE IN STUDIES OF CHARACTERIZATION OF THE USERS OF PSYCHOSOCIAL CARE CENTERS; [O QUESITO RAÇA/COR NOS ESTUDOS DE CARACTERIZAÇÃO DE USUÁRIOS DE CENTRO DE ATENÇÃO PSICOSSOCIAL],"BASED ON THE REVIEW OF THE SCIENTIFIC LITERATURE, THIS STUDY AIMS TO PRESENT THE PROFILE OF THE USERS WHO ATTEND PSYCHOSOCIAL CARE CENTERS (PCCS) TO VERIFY IF THE RACE/COLOR FACTOR IS CONSIDERED IN IT. WE CARRIED OUT THE BIBLIOGRAPHIC RESEARCH BETWEEN MAY AND AUGUST 2015 ON SCHOLAR GOOGLE AND ON THE VIRTUAL HEALTH LIBRARY DATABASES: MEDLINE, BDENF, PAHO, INDEX PSICOLOGIA AND LILACS. OUR SEARCH STRATEGIES WERE: (1) “MENTAL HEALTH SERVICES”/“SERVIÇOS DE SAÚDE MENTAL” AND “EPIDEMIOLOGICAL PROFILE”/“PERFIL EPIDEMIOLÓGICO” AND (2) “MENTAL HEALTH SERVICES”/“SERVIÇOS DE SAÚDE MENTAL” AND “HEALTH PROFILE”/“PERFIL DE SAÚDE”. TWO REVIEWERS ASSESSED THE TITLES AND ABSTRACTS OF 452 ARTICLES RETRIEVED. THUS, WE DELETED THE REPEATED ARTICLES AND THOSE THAT DID NOT MEET THE PROFILE OF PCCS USERS, REMAINING 17 OF THEM. FROM THESE, ONLY THREE ARTICLES HAD DATA ON RACE/COLOR, BUT NONE OF THEM DEVELOPED A DISCUSSION ON THIS INFORMATION. WE FOUND OUT THAT TWO PCCS PROPORTIONALLY HAVE MORE BLACK PATIENTS COMPARED WITH ANY OTHER POPULATION AND THAT THE USE OF RACE/COLOR TO CHARACTERIZE USERS OF PCCS SERVICES IS STILL NOT SO COMMON, DESPITE BEING CONSIDERED AN IMPORTANT SOCIAL MARKER – THIS IS HOW THE BRAZILIAN SOCIETY DEALS WITH RACIAL INEQUALITIES: AS THEY WERE NOT REAL, WHICH CONTRIBUTES TO THEIR STRENGTHENING. THESE INEQUALITIES HAVE SHOWN TO BE PERSISTENT, MAKING IT NECESSARY FOR ACADEMICS AND PUBLIC HEALTH MANAGERS TO GO BEYOND THE RECOMMENDATIONS OF THE CONFERENCES AND DEFINE STRATEGIES TO FACE SUCH ISSUES, THUS PRODUCING AND REPRODUCING HELPFUL KNOWLEDGE IN ITS DEVELOPING AND IMPLEMENTATION OF THESE MEASURES. © 2017, UNIV SAOPAULO. ALL RIGHTS RESERVED.",10.1590/s0104-12902017164968
MAIA G;ARAÚJO R;OLIVEIRA S,2021,THE HISTORY OF THE BRAZILIAN UNIVERSITY POPULATION: CLASS AND RACE ASPECTS; [A TRAJETÓRIA DA POPULAÇÃO UNIVERSITÁRIA BRASILEIRA: UMA QUESTÃO DE RAÇA E CLASSE],"THIS ARTICLE AIMS TO ANALYZE THE RACIAL AND SOCIAL AFFIRMATIVE ACTION POLICIES IN BRAZILIAN UNIVERSITIES. IT ANALYZES THE COMPOSITION OF THE UNIVERSITY POPULATION REGARDING RACE AND CLASS ASPECTS. THEREFORE, THIS ARTICLE DISCUSSES THE UNIVERSITY FORMATION IN BRAZIL AND DEMONSTRATES HOW A RACIST MENTALITY WAS CONSTITUTED, BASED ON CONSERVATIVE THINKING. IT HAS THE OBJECTIVE TO PROMOTE MORE CRITICAL THINKING, WHILE ANALYZING CHANGES IN THE UNDERSTANDING OF THE UNIVERSITY’S ROLE IN BRAZILIAN SOCIETY. ADDITIONALLY, IT VERIFIES WHETHER AND HOW MUCH THE ORIGINAL SELECTIVE CHARACTER OF THE HIGHER EDUCATION SYSTEM UNDERWENT SIGNIFICANT CHANGES WITH THE IMPLEMENTATION OF AFFIRMATIVE ACTIONS, MAINLY WHEN IT COMES TO BRAZILIAN LAW NO. 12,711/2012, THE SO-CALLED QUOTAS LAW. WE CONDUCTED BIBLIOGRAPHIC RESEARCH WITH LITERATURE REVIEW AND AN ANALYSIS OF THE HIGHER EDUCATION CENSUS DATA AND OF THE V NATIONAL SURVEY OF SOCIOECONOMIC AND CULTURAL PROFILE OF UNDERGRADUATE STUDENTS IN 2018, PUBLISHED BY ANDIFES IN 2019. © ESTE OBRA ESTÁ LICENCIADA COM UMA LICENÇA CREATIVE COMMONS ATRIBUIÇÃONÃOCOMERCIAL 4.0 INTERNACIONAL | THIS WORK IS LICENSED UNDER A CREATIVE COMMONS ATTRIBUTION-NONCOMMERCIAL 4.0 INTERNATIONAL LICENSE.",10.32361/2021130211149
DE OLIVEIRA J;DE OLIVEIRA A,2018,"A LOOK AT THE OTHER: REFLECTIONS ON THE BRAZILIAN NARRATIVE. ALÓS, ANSELMO PERES. NARRATIVES AGAINST THE GRAIN OF THE BRAZILIAN NARRATIVE: INTERTEXTUAL NETWORKS OF GENDER, RACE AND SEXUALITY. SANTA MARIA: UFSM/PPGL; BRASÍLIA: CNPQ, 2017. 216 P.; [UM OLHAR PARA O OUTRO: RELFEXOES SOBRE A NARRATIVA BRASILEIRA: ALÓS, ANSELMO PERES. NARRATIVAS A CONTRAPELO DA NARRATIVA BRASILEIRA: REDES INTERTEXTUAIS DE GÊNERO, RAÇA E SEXUALIDADE. SANTA MARIA: UFSM/PPGL; BRASÍLIA: CNPQ, 2017. 216 P.]",[NO ABSTRACT AVAILABLE],10.6092/issn.2036-0967/8313
PRECIOSO D,2019,"RACE, INTERBREEDING AND SOCIO-RACIAL DESIGNATIONS IN THE NOVEL O MULATO BY ALUÍSIO AZEVEDO (1850-1881); [RAÇA, MESTIÇAGEM E DESIGNAÇÕES SOCIORRACIAIS NO ROMANCE O MULATO, DE ALUÍSIO AZEVEDO (1850-1881)]","THE ARTICLE PROPOSES A HISTORICAL READING OF THE NOVEL O MULATO (1881) BY ALUÍSIO AZEVEDO. THE METHODOLOGY ADOPTED IS CONTEXTUALISM: WE ANALYZE THE FIRST EDITION OF THE NOVEL IN THE MIDST OF THE CONTEXT OF DISCUSSIONS BETWEEN THE NEWSPAPERS O PENSADOR AND CIVILIZAÇÃO FROM MARANHÃO, RESPECTIVELY, PRESS ORGANS OF THE INTELLECTUAL CIRCLE OF ALUÍSIO AND THE LOCAL CLERGY. WE SOUGHT TO DEMONSTRATE THAT ALUÍSIO USED ALLEGORIES AND MEMORIAL-HISTORIOGRAPHICAL REPRESENTATIONS TO CONSTRUCT THE SOCIO-RACIAL SEMANTICS OF THE NOVEL AND DIALOGUED WITH THE INTELLECTUALS OF HIS TIME, POSITIONING HIMSELF AGAINST THE THESES OF RACIAL DEGENERATION OF THE MESTIZOS AND FAVORABLY TOWARDS THE IDEOLOGY OF RACIAL WHITENESS. © 2019, UNIVERSIDADE FEDERAL DE SANTA CATARINA. ALL RIGHTS RESERVED.",10.5007/2175-7976.2019v26n41p149
DE MELO M;MESQUITA F;DE AZEVEDO BARROS M;LA-ROTTA E;DONALISIO M,2019,"SURVIVAL OF PATIENTS WITH AIDS AND ASSOCIATION WITH LEVEL OF EDUCATION LEVEL AND RACE/SKIN COLOR IN SOUTH AND SOUTHEAST BRAZIL: A COHORT STUDY, 1998-1999; [SOBREVIDA DE PACIENTES CON SIDA Y ASOCIACIÓN CON ESCOLARIDAD Y RAZA/COLOR DE LA PIEL EN EL SUR Y SUDESTE DE BRASIL: ESTUDIO DE COHORTE DE 1998-1999]; [SOBREVIDA DE PACIENTES COM AIDS E ASSOCIAÇÃO COM ESCOLARIDADE E RAÇA/COR DA PELE NO SUL E SUDESTE DO BRASIL: ESTUDO DE COORTE, 1998-1999]","OBJECTIVE: TO ANALYZE THE SURVIVAL OF PEOPLE WITH AIDS AND ASSOCIATION WITH SCHOOLING AND RACE/SKIN COLOR. METHODS: THIS WAS A RETROSPECTIVE COHORT STUDY OF PEOPLE DIAGNOSED WITH AIDS BETWEEN 1998 AND 1999, IN THE SOUTH AND SOUTHEAST REGIONS OF BRAZIL. WE USED SURVIVAL ANALYSIS (KAPLAN-MEIER METHOD), STRATIFIED BY SCHOOLING AND RACE/SKIN COLOR AND MULTIVARIATE ANALYSIS WAS PERFORMED USING COX REGRESSION. RESULTS: THE STUDY INCLUDED 2,091 PEOPLE WHO HAD SURVIVED AT 60 MONTHS, WITH 65% SURVIVAL AMONG WHITE PARTICIPANTS AND 62% AMONG BLACK/BROWN PARTICIPANTS. IRREGULAR USE OF ANTIRETROVIRAL (HR=11.2 - 95%CI8.8;14.2), AND AGE =60 YEARS (HR=2.5 - 95%CI1.4;4.4) WERE RELATED TO LOWER SURVIVAL; SCHOOLING >8 YEARS (HR=0.4 - 95%CI0.3;0.6) AND BEING FEMALE (HR=0.6 - 95%CI0.5;0.8) WERE POSITIVELY RELATED TO SURVIVAL; THOSE WITH LESS SCHOOLING HAD LOWER SURVIVAL. CONCLUSION: LOWER SCHOOLING LEVELS OVERLAP RACE/SKIN COLOR DIFFERENCES IN RELATION TO SURVIVAL; THESE INEQUALITIES EXPLAIN THE DIFFERENCES FOUND, DESPITE THE POLICIES ON UNIVERSAL ACCESS TO ANTIRETROVIRAL. © 2019, MINISTRY OF HEALTH. ALL RIGHTS RESERVED.",10.5123/S1679-49742019000100012
BRAGA L;MAGALHÃES M;SCHEMES C,2018,WHEN FASHION IS POLITICAL: THE BLACK WOMEN AND THE MAGAZINE AFRO BRASIL; [QUANDO A MODA É POLÍTICA: AS MULHERES NEGRAS E A REVISTA AFRO BRASIL],"THIS ARTICLE DISCUSSES ABOUT BLACK WOMAN AND THE RELATIONSHIP WITH FASHION AS A TOOL FOR SOCIO-POLITICAL STRUGGLE. WE CHOSE AS FIELD OF STUDY THE MAGAZINE RACA BRASIL, THAT HAD ITS NAME CHANGED IN THE MIDDLE OF THE YEAR 2016 FOR AFRO BRAZIL. FROM THE PERIODICAL AND THE SELECTION OF SOME OF ITS ISSUES AND COLUMNS, WE ADDRESS THE PRESENCE AND REPRESENTATION OF THE BLACK WOMAN RELATING IT TO THE CULTURAL AND POLITICAL ELEMENTS PRESENT IN FASHION. FROM THE COLUMNS OF FASHION AND BEAUTY, IT WAS POSSIBLE TO RELATE THE STRUGGLE OF BLACK FEMINISM PRESENT IN THE BRAZILIAN SOCIETY THROUGH A DISCOURSE OF ETHNIC-RACIAL VALORIZATION THAT LEADS US TO THINK OF FASHION AS A TOOL OF SOCIAL AND THEREFORE POLITICAL CLAIM. © 2018 EX AEQUO.ALL RIGHTS RESERVED.",10.22355/exaequo.2018.38.10
PASSOS R;SANTOS L;ESPINOZA F,2020,"HUMAN RIGHTS, DECOLONIALITY AND DECOLONIAL FEMINISM: THEORETICAL TOOLS FOR UNDERSTANDING RACE AND GENDER IN SUBALTERN SPACES; [DIREITOS HUMANOS, DECOLONIALIDADE E FEMINISMO DECOLONIAL: FERRAMENTAS TEÓRICAS PARA A COMPREENSÃO DE RAÇA E GÊNERO NOS LOCAIS DE SUBALTERNIDADE]","SOME THEORIES ARE BECOMING POPULAR IN THE FIELD OF SOCIAL SCIENCES, AIMING TO IDENTIFY WAYS TO UNDERSTAND SOCIAL MARKERS LIKE RACE AND GENDER, AND THEIR REFLEXES IN SOCIETY. HOWEVER, IT IS OBSERVED THAT THESE DEBATES TEND TO REMAIN ONLY AMONG THEIR PEERS, IN ACADEMIC SPACES AND OTHER SPACES OF PRIVILEGE, IN WHICH IT IS DIFFICULT FOR OPPRESSED AND INVISIBILIZED PEOPLE TO BE HEARD, READ AND REFERENCED. THEREFORE, THE PURPOSE OF THIS ARTICLE IS TO ANALYZE HOW THE THEORETICAL ASPECTS, STEMMING FROM CRITICAL THEORIES OF HUMAN RIGHTS AND DECOLONIAL STUDIES (DECOLONIAL FEMINISM), ALLOW THE UNDERSTANDING AND VISIBILITY OF DIFFERENT OPPRESSIONS BASED ON RACE AND GENDER, IN A COMPLEMENTARY AND EMANCIPATORY WAY. THE RESEARCH PROBLEM QUESTIONS THE POSSIBILITY OF USING THESE THEORETICAL TOOLS TO EMANCIPATE PEOPLE IN CONDITIONS OF SUBORDINATION. IT USES THE QUALITATIVE METHOD, PROCEEDING WITH THE BIBLIOGRAPHIC REVIEW THROUGH THE RELATIONAL METHODOLOGY, BRINGING THE DIALOGUE BETWEEN DOGMATIC ISSUES OF HUMAN RIGHTS AND EMPHASIZING THE THEORETICAL CONTRIBUTIONS STILL UNDERUSED IN LEGAL STUDIES, SUCH AS DECOLONIAL STUDIES AND DECOLONIAL FEMINISM. THIS STUDY PRESENTS ITS VALUE AND ORIGINALITY AS IT HIGHLIGHTS THE NEED TO CHANGE THE THEORETICAL LENSES OF INTERPRETATION, ESPECIALLY REGARDING ISSUES OF SUBORDINATION RELATED TO RACE AND GENDER, WHICH ARE ASSOCIATED WITH HUMAN RIGHTS AND COLONIALITY. IT CONCLUDES THAT THE CRITICAL THINKING AND OBSERVATION OF COLONIAL ASPECTS IN THE MOST BASIC SOCIAL RELATIONS ALLOW IT TO BE FOUND THE NEED TO GO BEYOND THE ACADEMIC SPACES AND RECOGNIZE OTHER EPISTEMES AND PROJECTS OF STRUGGLE AND RESISTANCE. © 2020 CENTRO UNIVERSITARIO DE BRASILIA. ALL RIGHTS RESERVED.",10.5102/RBPP.V10I2.6877
DA S B R;DE M G,2019,WHEN RACE AND GENDER ARE ON FOCUS: DISCURSIVE CONFRONTATIONS ON SOCIAL NETWORK; [QUANDO A RAÇA E O GÊNERO ESTÃO EM QUESTÃO: EMBATES DISCURSIVOS EM REDE SOCIAL],"THE PRESENT TEXT AIMS TO REFLECT ON INTERACTIONAL EXCHANGES UNFOLDED ON TWO BLACK WOMEN'S FACEBOOK PROFILES. BOTH HAVE BEEN ON THE SPOTLIGHT ON BRAZILIAN TELEVISION. OUR FOCUS IS TO PRODUCE KNOWLEDGE REGARDING THE DISCURSIVE (RE)PRODUCTION OF RACE AND GENDER-RELATED SLURS IN AN ON-LINE CONTEXT. BASED ON THE ASSUMPTION THAT LANGUAGE IS ACTION, WE PROMOTE A DIALOGUE WITH THEORETICAL PERSPECTIVES ON 'RACE' AND 'RACISM'. THE DATA THE STUDY GENERATED ALLOW US TO INFER THAT THE PERFORMATIVE SPEECH ACTS OF RACIAL AND GENDER-RELATED SLURS POINT TO DISCOURSES AND BELIEFS WHICH STILL CONSTRUCT BLACK WOMEN AS 'INFERIOR' AND 'BESTIAL'-REGARDLESS THEIR STATUSES-WHOSE BODIES ARE 'NATURALLY ALWAYS READY AND AVAILABLE' TO DIFFERENT KINDS OF (INCLUDING VERBAL) ASSAULTS. © UNIVERSIDADE FEDERAL DE SANTA CATARINA.",10.1590/1806-9584-2019V27N254727
GOMES N,2019,"LIBERTANDO-SE DAS AMARRAS: REFLEXÕES SOBRE GÊNERO, RAÇA E PODER","THE ARTICLE DISCUSSES THE RELATIONS OF GENDER AND RACE AS STRUCTURAL AND STRUCTURING OF SOCIAL AND CULTURAL LIFE FROM THE EXPERIENCE OF THE AUTHOR, A BLACK WOMAN, IN POSITIONS OF POWER AND DECISION. IT ANALYZES HOW THESE RELATIONS ARE BUILT IN CONTEXTS OF HIERARCHIES, INEQUALITIES AND POWER RELATIONS, WHICH DEHUMANIZE CERTAIN SUBJECTS CONSIDERED DIFFERENT AND TREATED AS UNEQUAL. THESE INCLUDE BLACK AND NON-BLACK WOMEN, THE LGBT COMMUNITY, INDIGENOUS PEOPLE, QUILOMBOLAS, AMONG OTHERS. IT POINTS AS A POSSIBLE WAY TO BUILD A FAIRER AND MORE EQUITABLE SOCIETY, AS WELL AS MORE EMANCIPATORY GENDER AND RACE RELATIONS, THE CHALLENGE OF THE ARTICULATION BETWEEN SORORITY AND UBUNTU. THIS POLITICAL AND EPISTEMOLOGICAL STANCE MAY HELP BLACK AND NON-BLACK WOMEN, FEMINISTS AND ANTI-RACISTS, TO BUILD NEW LEARNING, STRATEGIES AND PRACTICES BY OCCUPYING PLACES OF POWER, DECISION AND KNOWLEDGE. © 2019 CURRICULO SEM FRONTEIRAS. ALL RIGHTS RESERVED.",10.35786/1645-1384.v19.n2.10
SCHNEIDER A,2019,"CHARLES BOXER AND THE CHURCH MILITANT: RACE, MISSIONARY ACTIVITIES AND EMPIRE IN THE IBERIAN EXPANSION IN THE 16TH AND 17TH CENTURIES; [CHARLES BOXER E A IGREJA MILITANTE: RAÇA, MISSIONAÇÃO E IMPÉRIO NA EXPANSÃO IBÉRICA DOS SÉCULOS XVI E XVII]","THIS ARTICLE AIMS TO PRESENT AN OVERVIEW OF THE WORK FROM THE BRITISH HISTORIAN CHARLES BOXER, WHICH WAS DEDICATED TO THE CATHOLIC MISSIONARY ACTIVITIES IN THE SPANISH AND PORTUGUESE AMERICA DURING THE 16TH AND 17TH CENTURIES. BOXER CONCENTRATED GREAT PART OF THE DISCUSSION ON THE SUBJECT, AFTER A LIFELONG RESEARCH, IN HIS 1978 BOOK, THE CHURCH MILITANT AND IBERIAN EXPANSION, 1440-1770. THE RELIGIOUS QUESTION ACCOMPANIED HIM THROUGHOUT HIS HISTORIOGRAPHICAL WORK DEDICATED TO THE PORTUGUESE MARITIME EMPIRE. THIS ARTICLE SEEKS TO EXPLORE THE WAY BOXER UNDERSTOOD THE IBERIAN POLICIES OF NATIVE CONVERSION AND ITS INTERTWINEMENT WITH THE COLONIZATION POLICIES THEMSELVES. © 2019, PONTIFICIA UNIVERSIDADE CATOLICA DE SAO PAULO. ALL RIGHTS RESERVED.",10.23925/2176-2767.2019v65p343-379
DA SILVA N,2014,"CULINARY AND FOOD IN GILBERTO FREYRE: RACE, IDENTITY AND MODERNITY; [CULINÁRIA E ALIMENTAÇÃO EM GILBERTO FREYRE: RAÇA, IDENTIDADE E MODERNIDADE]",[NO ABSTRACT AVAILABLE],NA
HIRATA H,2014,"GENDER, CLASS AND RACE: THE INTERSECTIONALITY AND CONSUBSTANTIALITY OF SOCIAL RELATIONS; [GÊNERO, CLASSE E RAÇA: INTERSECCIONALIDADE E CONSUBSTANCIALIDADE DAS RELAÇÕES SOCIAIS]","ONE OF THE PRINCIPAL CONTROVERSIES TODAY IN THE FIELD OF LABOUR AND GENDER STUDIES IS THE WAY IN WHICH THE INTERDEPENDENCE OF THE SOCIAL RELATIONS OF RACE, SEX AND CLASS IS CONCEPTUALIZED, WITH SOME AUTHORS APPEALING TO ""INTERSECTIONALITY"" AND OTHERS TO ""CONSUBSTANTIALITY"". THE CONTROVERSY IS PRESENTED THROUGH A ""SITUATED"" PERSPECTIVE THAT UPTURNS THE DEFINITION OF SCIENCE AS OBJECTIVE AND RATIONAL. THE CONCEPT OF CONSUBSTANTIALITY IS THEN APPLIED TO THE ANALYSIS OF GENDER RELATIONS, RACE RELATIONS AND CLASS RELATIONS IN THE CARE WORK, AS WELL AS THE PHYSICAL, TECHNICAL AND EMOTIONAL WORK, IN WHICH THESE RELATIONS APPEAR IMBRICATED.",NA
ZUBARAN M;GUIZZO B,2015,"BLACK PRESS IN RIO GRANDE DO SUL: ""RACE"" AND GENDER IN THE CAMPAIGN FOR THE MONUMENT OF THE ""BLACK MOTHER"" (1920-1930); [IMPRENSA NEGRA NO RIO GRANDE DO SUL: ""RAÇA"" E GÊNERO NA CAMPANHA AO MONUMENTO DA ""MÃE PRETA"" (1920-1930)]","THIS STUDY ANALYZES THE NARRATIVES IN SUPPORT OF THE CONSTRUCTION OF A MONUMENT IN HONOR OF THE ""BLACK MOTHER"" IN THE NEWSPAPER O EXEMPLO, IN PORTO ALEGRE (1892-1930). THE AIM OF THIS ARTICLE IS TO MAP, DISCUSS AND PROBLEMATIZE THE MOST RECURRENT ETHNIC AND GENDER REPRESENTATIONS PRODUCED IN THIS CULTURAL ARTIFACT. THE OBJECTIVE IS TO INVESTIGATE THE BLACK PRESS OF RIO GRANDE DO SUL, MORE SPECIFICALLY, THE NEWSPAPER O EXEMPLO, AND TO ASSESS HOW THE AFRO-RIOGRANDENSES STRATEGICALLY APPROPRIATED THE CULTURAL DEBATE GENERATED AROUND THE CONSTRUCTION OF THE MONUMENT TO ""BLACK MOTHER "" IN THE ""MAINSTREAM MEDIA"" OF RIO DE JANEIRO AND IN THE BLACK PRESS OF SÃO PAULO. IT IS QUITE EVIDENT THAT RIO GRANDE DO SUL'S BLACK PRESS PARTICIPATED IN THE EXCHANGE OF IDEAS AROUND THE CONSTRUCTION OF THE MONUMENT OF THE ""BLACK MOTHER"" AND ITS CULTURAL EXCHANGES IN THE 1920S.",10.5212/Rev.Hist.Reg.v.20i1.0008
DOMINGUES P,2015,"THE ""CENTENARY CHAMPION"": RACE AND NATION IN SÃO PAULO SOCCER; [O ""CAMPEÃO DO CENTENÁRIO"": RAÇA E NAÇÃO NO FUTEBOL PAULISTA]",[NO ABSTRACT AVAILABLE],10.4013/htu.2015.193.08
DE ASSIS M;MARQUES D;ROBLE O;SARAIVA M,2015,"FEMININITIES AND MASCULINITIES IN THE CONTEMPORARY SCENE: ANALYSIS OF THE SPECTACLE CAMINHO DA SEDA, BY SÃO PAULO’S RAÇA DANCE COMPANY; [FEMINILIDADES E MASCULINIDADES NA CENA CONTEMPORÂNEA: ANÁLISE DO ESPETÁCULO CAMINHO DA SEDA - RAÇA CIA DE DANÇA DE SÃO PAULO]; [FEMINIDADES Y MASCULINIDADES EN LA ESCENA CONTEMPORÁNEA: ANÁLISIS DE LO ESPECTÁCULO CAMINHO DA SEDA - RAÇA CIA DE DANZA DE SÃO PAULO]","THE ANALYSIS OF A DANCE SPECTACLE CONSIDERED AS A CULTURAL MANIFESTATION THAT REFLECTS ASPECTS OF A SOCIETY CAN BE SEEN AS CONTINUITY OF THE CREATIVE PROCESS. BASED ON PAVIS (2010) AND SIQUEIRA (2006), THIS STUDY EXAMINED THE SPECTACLE CAMINHO DA SEDA, BY SÃO PAULO-BASED RAÇA DANCE COMPANY, FOCUSING ON REPRESENTATIONS OF FEMININITY AND MASCULINITY THROUGH VIDEO AND PHOTOS. WE OBSERVED ELEMENTS THAT MAINTAINED TRADITIONAL IMAGES AND AESTHETIC STANDARDS OF DANCE, BUT POINTED OUT REPRESENTATIONS CONTRASTING WITH SOME STEREOTYPES OF SEX ROLES, THUS REFLECTING ON STAGE AS A MIX THAT INTRODUCES NEW CONSTRUCTIONS ABOUT BODY AND MOVEMENT OF THE CONTEMPORARY DANCE SCENE. © 2015, UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL. ALL RIGHTS RESERVED.",10.22456/1982-8918.47882
HARRIS A;DE CAMILLA DE MAGALHÃES GOMES T;CONCEIÇÃO Í,2020,RACE AND ESSENTIALISM IN FEMINIST LEGAL THEORY; [RAÇA E ESSENCIALISMO NA TEORIA FEMINISTA DO DIREITO],"IN THE ARTICLE WE PRESENT HERE, FOR THE FIRST TIME TRANSLATED INTO PORTUGUESE, PROFESSOR ANGELA HARRIS DISCUSSES FEMINIST LEGAL THEORY, BASED ON THE OPPOSITION OF THE VOICES OF AN ""I"" WHO ONLY KNOWS PARTICULARITIES AND AN ""WE"" WHO ONLY KNOWS GENERALITIES AND SILENCES OTHER VOICES. TO THIS END, SHE WORKS WITH THE PRODUCTION OF AMERICAN FEMINIST THEORISTS CATHARINE MACKINNON AND ROBIN WEST TO ARGUE THAT BOTH PRODUCE A FEMINIST LEGAL THEORY BASED ON GENDER ESSENTIALISM. THE ARTICLE SUSTAINS THE DANGER OF THIS GENDER ESSENTIALISM, SINCE IT ESPECIALLY SILENCES THE VOICES OF COLORED WOMEN AND BLACK FEMINISM AND EITHER IGNORES OR TREATS THE EXPERIENCE OF THESE WOMEN AS A MERE VARIATION OF A WHITE EXPERIENCE AND, IN THE END, HIGHLIGHTS THE NEED FOR A FEMINIST LEGAL THEORY THAT REFLECTS MULTIPLE CONSCIOUSNESS. © 2020 CENTRO UNIVERSITARIO DE BRASILIA. ALL RIGHTS RESERVED.",10.5102/RBPP.V10I2.6932
